,0
337,191.1499939
338,192.2200012
339,190.4100037
340,191.8099976
341,189.1900024
342,193.8800049
343,195.2799988
344,207.4600067
345,194.7700043
346,192.5800018
347,185.5200043
348,185.0599976
349,184.5099945
350,186.7899933
351,180.5399933
352,185.8999939
353,185.0
354,187.0399933
355,184.3099976
356,180.5899963
357,162.9900055
358,165.0800018
359,162.5500031
360,160.6699982
361,153.75
362,160.1900024
363,164.3099976
364,161.8300018
365,160.3099976
366,160.6100006
367,161.1999969
368,170.0599976
369,171.7899933
370,169.1499939
371,168.5399933
372,172.0800018
373,167.9799957
374,166.3500061
375,166.5200043
376,173.8600006
377,176.8899994
378,180.1399994
379,188.8699951
380,185.7700043
381,182.8999939
382,184.4700012
383,193.1699982
384,201.1600037
385,203.9299927
386,207.5200043
387,213.9700012
388,217.6100006
389,221.3099976
390,224.5700073
391,234.8600006
392,244.3999939
393,249.8300018
394,258.7099915
395,256.7900085
396,255.8999939
397,260.5400085
398,274.4500122
399,259.4599915
400,264.6099854
401,256.6000061
402,241.0500031
403,250.2100067
404,256.2399902
405,257.5
