,0,1
0,381.586669921875,365.0
1,365.0,361.5333251953125
2,361.5333251953125,338.3233337402344
3,338.3233337402344,336.336669921875
4,336.336669921875,350.5833435058594
5,350.5833435058594,356.32000732421875
6,356.32000732421875,334.6000061035156
7,334.6000061035156,339.010009765625
8,339.010009765625,322.1366577148437
9,322.1366577148437,319.5033264160156
10,319.5033264160156,325.3299865722656
11,325.3299865722656,308.97332763671875
12,308.97332763671875,310.8566589355469
13,310.8566589355469,299.9800109863281
14,299.9800109863281,312.84332275390625
15,312.84332275390625,336.2900085449219
16,336.2900085449219,355.6666564941406
17,355.6666564941406,364.6466674804688
18,364.6466674804688,362.8233337402344
19,362.8233337402344,362.0633239746094
20,362.0633239746094,356.7799987792969
21,356.7799987792969,352.260009765625
22,352.260009765625,399.9266662597656
23,399.9266662597656,383.1966552734375
24,383.1966552734375,362.7066650390625
25,362.7066650390625,354.8999938964844
26,354.8999938964844,342.32000732421875
27,342.32000732421875,352.7066650390625
28,352.7066650390625,354.79998779296875
29,354.79998779296875,368.739990234375
30,368.739990234375,343.85333251953125
31,343.85333251953125,349.8699951171875
32,349.8699951171875,343.5033264160156
33,343.5033264160156,331.8833312988281
34,331.8833312988281,332.0899963378906
35,332.0899963378906,314.6333312988281
36,314.6333312988281,310.0
37,310.0,306.1333312988281
38,306.1333312988281,312.4700012207031
39,312.4700012207031,276.3666687011719
40,276.3666687011719,282.1166687011719
41,282.1166687011719,312.239990234375
42,312.239990234375,310.4166564941406
43,310.4166564941406,301.8866577148437
44,301.8866577148437,297.0466613769531
45,297.0466613769531,307.7733459472656
46,307.7733459472656,302.4466552734375
47,302.4466552734375,307.3333435058594
48,307.3333435058594,310.6666564941406
49,310.6666564941406,301.51666259765625
50,301.51666259765625,286.6666564941406
51,286.6666564941406,291.9200134277344
52,291.9200134277344,307.4766540527344
53,307.4766540527344,307.7966613769531
54,307.7966613769531,292.1166687011719
55,292.1166687011719,285.6600036621094
56,285.6600036621094,273.84332275390625
57,273.84332275390625,254.67999267578125
58,254.67999267578125,266.92333984375
59,266.92333984375,269.9566650390625
60,269.9566650390625,290.1433410644531
61,290.1433410644531,288.1233215332031
62,288.1233215332031,293.2966613769531
63,293.2966613769531,279.7633361816406
64,279.7633361816406,279.42999267578125
65,279.42999267578125,268.1933288574219
66,268.1933288574219,274.79998779296875
67,274.79998779296875,286.3233337402344
68,286.3233337402344,279.4333190917969
69,279.4333190917969,265.1166687011719
70,265.1166687011719,255.4566650390625
71,255.4566650390625,267.2966613769531
72,267.2966613769531,280.07666015625
73,280.07666015625,290.5333251953125
74,290.5333251953125,301.7966613769531
75,301.7966613769531,307.0533447265625
76,307.0533447265625,331.32666015625
77,331.32666015625,333.03668212890625
78,333.03668212890625,337.97332763671875
79,337.97332763671875,336.8800048828125
80,336.8800048828125,363.9466552734375
81,363.9466552734375,366.5233459472656
82,366.5233459472656,364.663330078125
83,364.663330078125,359.20001220703125
84,359.20001220703125,361.5299987792969
85,361.5299987792969,381.8166809082031
86,381.8166809082031,363.7533264160156
87,363.7533264160156,348.586669921875
88,348.586669921875,352.4200134277344
89,352.4200134277344,341.8299865722656
90,341.8299865722656,325.3099975585937
91,325.3099975585937,328.9833374023437
92,328.9833374023437,340.7900085449219
93,340.7900085449219,328.3333435058594
94,328.3333435058594,334.7633361816406
95,334.7633361816406,342.7166748046875
96,342.7166748046875,325.7333374023437
97,325.7333374023437,336.260009765625
98,336.260009765625,335.01666259765625
99,335.01666259765625,332.67333984375
100,332.67333984375,292.1400146484375
101,292.1400146484375,293.836669921875
102,293.836669921875,292.5033264160156
103,292.5033264160156,290.2533264160156
104,290.2533264160156,300.9800109863281
105,300.9800109863281,303.0833435058594
106,303.0833435058594,317.5400085449219
107,317.5400085449219,291.09332275390625
108,291.09332275390625,288.54998779296875
109,288.54998779296875,262.3699951171875
110,262.3699951171875,266.67999267578125
111,266.67999267578125,244.6666717529297
112,244.6666717529297,242.6666717529297
113,242.6666717529297,256.5299987792969
114,256.5299987792969,241.4566650390625
115,241.4566650390625,253.8699951171875
116,253.8699951171875,236.60333251953125
117,236.60333251953125,236.47332763671875
118,236.47332763671875,221.3000030517578
119,221.3000030517578,224.96665954589844
120,224.96665954589844,209.3866729736328
121,209.3866729736328,219.6000061035156
122,219.6000061035156,235.91000366210935
123,235.91000366210935,253.2100067138672
124,253.2100067138672,252.7533264160156
125,252.7533264160156,246.7899932861328
126,246.7899932861328,258.3333435058594
127,258.3333435058594,234.51666259765625
128,234.51666259765625,238.27999877929688
129,238.27999877929688,238.8866729736328
130,238.8866729736328,241.86666870117188
131,241.86666870117188,239.7066650390625
132,239.7066650390625,232.22999572753903
133,232.22999572753903,215.73666381835935
134,215.73666381835935,220.88999938964844
135,220.88999938964844,233.0
136,233.0,213.1000061035156
137,213.1000061035156,216.75999450683597
138,216.75999450683597,237.0366668701172
139,237.0366668701172,236.086669921875
140,236.086669921875,235.07000732421875
141,235.07000732421875,245.7066650390625
142,245.7066650390625,244.9199981689453
143,244.9199981689453,232.663330078125
144,232.663330078125,228.4900054931641
145,228.4900054931641,224.47332763671875
146,224.47332763671875,227.26333618164065
147,227.26333618164065,233.0666656494141
148,233.0666656494141,231.73333740234372
149,231.73333740234372,244.5433349609375
150,244.5433349609375,250.76333618164065
151,250.76333618164065,234.3433380126953
152,234.3433380126953,233.07000732421875
153,233.07000732421875,237.0399932861328
154,237.0399932861328,238.31333923339844
155,238.31333923339844,240.0666656494141
156,240.0666656494141,240.54666137695312
157,240.54666137695312,245.52999877929688
158,245.52999877929688,247.5
159,247.5,271.7066650390625
160,271.7066650390625,272.24334716796875
161,272.24334716796875,268.4333190917969
162,268.4333190917969,258.8599853515625
163,258.8599853515625,274.82000732421875
164,274.82000732421875,280.8999938964844
165,280.8999938964844,297.1499938964844
166,297.1499938964844,297.27667236328125
167,297.27667236328125,300.586669921875
168,300.586669921875,307.39666748046875
169,307.39666748046875,308.6333312988281
170,308.6333312988281,288.1700134277344
171,288.1700134277344,290.42333984375
172,290.42333984375,283.3333435058594
173,283.3333435058594,294.3566589355469
174,294.3566589355469,286.6300048828125
175,286.6300048828125,300.0299987792969
176,300.0299987792969,309.32000732421875
177,309.32000732421875,306.5633239746094
178,306.5633239746094,303.9966735839844
179,303.9966735839844,302.8699951171875
180,302.8699951171875,296.6666564941406
181,296.6666564941406,289.913330078125
182,289.913330078125,296.4533386230469
183,296.4533386230469,297.0966796875
184,297.0966796875,296.07000732421875
185,296.07000732421875,288.0899963378906
186,288.0899963378906,284.82000732421875
187,284.82000732421875,277.70001220703125
188,277.70001220703125,275.6099853515625
189,275.6099853515625,277.1600036621094
190,277.1600036621094,270.2099914550781
191,270.2099914550781,274.4200134277344
192,274.4200134277344,283.70001220703125
193,283.70001220703125,289.260009765625
194,289.260009765625,299.67999267578125
195,299.67999267578125,304.4200134277344
196,304.4200134277344,292.1300048828125
197,292.1300048828125,302.6099853515625
198,302.6099853515625,303.75
199,303.75,303.3500061035156
200,303.3500061035156,309.07000732421875
201,309.07000732421875,308.7300109863281
202,308.7300109863281,300.79998779296875
203,300.79998779296875,288.5899963378906
204,288.5899963378906,275.3299865722656
205,275.3299865722656,276.010009765625
206,276.010009765625,282.94000244140625
207,282.94000244140625,287.8099975585937
208,287.8099975585937,268.2099914550781
209,268.2099914550781,265.25
210,265.25,242.3999938964844
211,242.3999938964844,249.44000244140625
212,249.44000244140625,240.80999755859372
213,240.80999755859372,238.1300048828125
214,238.1300048828125,223.07000732421875
215,223.07000732421875,222.9600067138672
216,222.9600067138672,216.5
217,216.5,217.2400054931641
218,217.2400054931641,221.72000122070312
219,221.72000122070312,204.9900054931641
220,204.9900054931641,219.3500061035156
221,219.3500061035156,220.19000244140625
222,220.19000244140625,222.0399932861328
223,222.0399932861328,207.27999877929688
224,207.27999877929688,214.44000244140625
225,214.44000244140625,211.25
226,211.25,222.4199981689453
227,222.4199981689453,224.63999938964844
228,224.63999938964844,225.08999633789065
229,225.08999633789065,228.5200042724609
230,228.5200042724609,227.5399932861328
231,227.5399932861328,227.82000732421875
232,227.82000732421875,214.97999572753903
233,214.97999572753903,215.30999755859372
234,215.30999755859372,207.47000122070312
235,207.47000122070312,197.0800018310547
236,197.0800018310547,191.3000030517578
237,191.3000030517578,177.58999633789062
238,177.58999633789062,190.72000122070312
239,190.72000122070312,195.97000122070312
240,195.97000122070312,190.9499969482422
241,190.9499969482422,194.4199981689453
242,194.4199981689453,186.9199981689453
243,186.9199981689453,183.1699981689453
244,183.1699981689453,180.19000244140625
245,180.19000244140625,167.8699951171875
246,167.8699951171875,169.91000366210938
247,169.91000366210938,183.1999969482422
248,183.1999969482422,182.8600006103516
249,182.8600006103516,182.9199981689453
250,182.9199981689453,180.8300018310547
251,180.8300018310547,194.6999969482422
252,194.6999969482422,194.6999969482422
253,194.6999969482422,194.8600006103516
254,194.8600006103516,182.4499969482422
255,182.4499969482422,179.82000732421875
256,179.82000732421875,174.0399932861328
257,174.0399932861328,173.44000244140625
258,173.44000244140625,179.0500030517578
259,179.0500030517578,167.82000732421875
260,167.82000732421875,160.9499969482422
261,160.9499969482422,156.8000030517578
262,156.8000030517578,157.6699981689453
263,157.6699981689453,150.22999572753906
264,150.22999572753906,149.8699951171875
265,149.8699951171875,137.8000030517578
266,137.8000030517578,137.57000732421875
267,137.57000732421875,125.3499984741211
268,125.3499984741211,123.1500015258789
269,123.1500015258789,109.0999984741211
270,109.0999984741211,112.70999908447266
271,112.70999908447266,121.81999969482422
272,121.81999969482422,123.18000030517578
273,123.18000030517578,108.0999984741211
274,108.0999984741211,113.63999938964844
275,113.63999938964844,110.33999633789062
276,110.33999633789062,113.05999755859376
277,113.05999755859376,119.7699966430664
278,119.7699966430664,118.8499984741211
279,118.8499984741211,123.22000122070312
280,123.22000122070312,123.55999755859376
281,123.55999755859376,122.4000015258789
282,122.4000015258789,131.49000549316406
283,131.49000549316406,128.77999877929688
284,128.77999877929688,127.16999816894533
285,127.16999816894533,133.4199981689453
286,133.4199981689453,143.75
287,143.75,143.88999938964844
288,143.88999938964844,144.42999267578125
289,144.42999267578125,160.27000427246094
290,160.27000427246094,177.89999389648438
291,177.89999389648438,166.66000366210938
292,166.66000366210938,173.22000122070312
293,173.22000122070312,181.41000366210935
294,181.41000366210935,188.2700042724609
295,188.2700042724609,189.97999572753903
296,189.97999572753903,194.75999450683597
297,194.75999450683597,196.80999755859372
298,196.80999755859372,201.2899932861328
299,201.2899932861328,207.32000732421875
300,207.32000732421875,196.88999938964844
301,196.88999938964844,194.63999938964844
302,194.63999938964844,209.25
303,209.25,214.2400054931641
304,214.2400054931641,202.0399932861328
305,202.0399932861328,208.30999755859372
306,208.30999755859372,197.3699951171875
307,197.3699951171875,200.8600006103516
308,200.8600006103516,202.07000732421875
309,202.07000732421875,196.8800048828125
310,196.8800048828125,207.6300048828125
311,207.6300048828125,205.7100067138672
312,205.7100067138672,202.7700042724609
313,202.7700042724609,190.8999938964844
314,190.8999938964844,197.7899932861328
315,197.7899932861328,193.80999755859372
316,193.80999755859372,187.7100067138672
317,187.7100067138672,182.0
318,182.0,172.9199981689453
319,172.9199981689453,173.44000244140625
320,173.44000244140625,174.47999572753906
321,174.47999572753906,183.25999450683597
322,183.25999450683597,180.4499969482422
323,180.4499969482422,184.1300048828125
324,184.1300048828125,180.1300048828125
325,180.1300048828125,183.25
326,183.25,197.5800018310547
327,197.5800018310547,191.1499938964844
328,191.1499938964844,192.22000122070312
329,192.22000122070312,190.41000366210935
330,190.41000366210935,191.80999755859372
331,191.80999755859372,189.19000244140625
332,189.19000244140625,193.8800048828125
333,193.8800048828125,195.27999877929688
334,195.27999877929688,207.4600067138672
335,207.4600067138672,194.7700042724609
336,194.7700042724609,192.5800018310547
337,192.5800018310547,185.5200042724609
338,185.5200042724609,185.05999755859372
339,185.05999755859372,184.50999450683597
340,184.50999450683597,186.7899932861328
341,186.7899932861328,180.5399932861328
342,180.5399932861328,185.8999938964844
343,185.8999938964844,185.0
344,185.0,187.0399932861328
345,187.0399932861328,184.30999755859372
346,184.30999755859372,180.58999633789065
347,180.58999633789065,162.99000549316406
348,162.99000549316406,165.0800018310547
349,165.0800018310547,162.5500030517578
350,162.5500030517578,160.6699981689453
351,160.6699981689453,153.75
352,153.75,160.19000244140625
353,160.19000244140625,164.30999755859375
354,164.30999755859375,161.8300018310547
355,161.8300018310547,160.30999755859375
356,160.30999755859375,160.61000061035156
357,160.61000061035156,161.1999969482422
358,161.1999969482422,170.05999755859375
359,170.05999755859375,171.7899932861328
360,171.7899932861328,169.14999389648438
361,169.14999389648438,168.5399932861328
362,168.5399932861328,172.0800018310547
363,172.0800018310547,167.97999572753906
364,167.97999572753906,166.35000610351562
365,166.35000610351562,166.52000427246094
366,166.52000427246094,173.86000061035156
367,173.86000061035156,176.88999938964844
368,176.88999938964844,180.13999938964844
369,180.13999938964844,188.8699951171875
370,188.8699951171875,185.7700042724609
371,185.7700042724609,182.8999938964844
372,182.8999938964844,184.47000122070312
373,184.47000122070312,193.1699981689453
374,193.1699981689453,201.16000366210935
375,201.16000366210935,203.92999267578125
376,203.92999267578125,207.5200042724609
377,207.5200042724609,213.97000122070312
378,213.97000122070312,217.6100006103516
379,217.6100006103516,221.30999755859372
380,221.30999755859372,224.57000732421875
381,224.57000732421875,234.8600006103516
382,234.8600006103516,244.3999938964844
383,244.3999938964844,249.8300018310547
384,249.8300018310547,258.7099914550781
385,258.7099914550781,256.7900085449219
386,256.7900085449219,255.8999938964844
387,255.8999938964844,260.5400085449219
388,260.5400085449219,274.45001220703125
389,274.45001220703125,259.4599914550781
390,259.4599914550781,264.6099853515625
391,264.6099853515625,256.6000061035156
392,256.6000061035156,241.0500030517578
393,241.0500030517578,250.2100067138672
394,250.2100067138672,256.239990234375
395,256.239990234375,257.5
396,257.5,261.7699890136719
397,261.7699890136719,279.82000732421875
398,279.82000732421875,282.4800109863281
399,282.4800109863281,276.5400085449219
400,276.5400085449219,274.42999267578125
401,274.42999267578125,269.6099853515625
402,269.6099853515625,269.7900085449219
403,269.7900085449219,271.989990234375
404,271.989990234375,277.8999938964844
405,277.8999938964844,281.3800048828125
406,281.3800048828125,290.3800048828125
407,290.3800048828125,293.3399963378906
408,293.3399963378906,291.260009765625
409,291.260009765625,262.8999938964844
410,262.8999938964844,260.0199890136719
411,260.0199890136719,269.0599975585937
412,269.0599975585937,265.2799987792969
413,265.2799987792969,264.3500061035156
414,264.3500061035156,255.7100067138672
415,255.7100067138672,266.44000244140625
416,266.44000244140625,267.42999267578125
417,267.42999267578125,261.07000732421875
418,261.07000732421875,254.1100006103516
419,254.1100006103516,259.32000732421875
420,259.32000732421875,253.8600006103516
421,253.8600006103516,251.4499969482422
422,251.4499969482422,249.6999969482422
423,249.6999969482422,242.19000244140625
424,242.19000244140625,245.33999633789065
425,245.33999633789065,242.6499938964844
426,242.6499938964844,239.75999450683597
427,239.75999450683597,232.9600067138672
428,232.9600067138672,225.6000061035156
429,225.6000061035156,219.22000122070312
430,219.22000122070312,215.4900054931641
431,215.4900054931641,231.27999877929688
432,231.27999877929688,233.19000244140625
433,233.19000244140625,236.8600006103516
434,236.8600006103516,230.0399932861328
435,230.0399932861328,238.58999633789065
436,238.58999633789065,238.82000732421875
437,238.82000732421875,257.17999267578125
438,257.17999267578125,256.8999938964844
439,256.8999938964844,258.0799865722656
440,258.0799865722656,245.00999450683597
441,245.00999450683597,256.489990234375
442,256.489990234375,251.9199981689453
443,251.9199981689453,251.4900054931641
444,251.4900054931641,248.5
445,248.5,273.5799865722656
446,273.5799865722656,267.4800109863281
447,267.4800109863281,271.29998779296875
448,271.29998779296875,276.0400085449219
449,276.0400085449219,274.3900146484375
450,274.3900146484375,265.2799987792969
451,265.2799987792969,266.5
452,266.5,262.5899963378906
453,262.5899963378906,255.6999969482422
454,255.6999969482422,244.8800048828125
455,244.8800048828125,246.9900054931641
456,246.9900054931641,244.1199951171875
457,244.1199951171875,240.5
458,240.5,246.3800048828125
459,246.3800048828125,250.22000122070312
