,0,1,2,3,4,5,6
0,14.62066746,14.00599957,14.08533287,14.06333256,14.0413332,13.77733326,13.48066711
1,14.00599957,14.08533287,14.06333256,14.0413332,13.77733326,13.48066711,13.61666679
2,14.08533287,14.06333256,14.0413332,13.77733326,13.48066711,13.61666679,12.84599972
3,14.06333256,14.0413332,13.77733326,13.48066711,13.61666679,12.84599972,12.7913332
4,14.0413332,13.77733326,13.48066711,13.61666679,12.84599972,12.7913332,12.87133312
5,13.77733326,13.48066711,13.61666679,12.84599972,12.7913332,12.87133312,12.79533291
6,13.48066711,13.61666679,12.84599972,12.7913332,12.87133312,12.79533291,13.10466671
7,13.61666679,12.84599972,12.7913332,12.87133312,12.79533291,13.10466671,13.44133282
8,12.84599972,12.7913332,12.87133312,12.79533291,13.10466671,13.44133282,13.41933346
9,12.7913332,12.87133312,12.79533291,13.10466671,13.44133282,13.41933346,13.77000046
10,12.87133312,12.79533291,13.10466671,13.44133282,13.41933346,13.77000046,13.73200035
11,12.79533291,13.10466671,13.44133282,13.41933346,13.77000046,13.73200035,13.2913332
12,13.10466671,13.44133282,13.41933346,13.77000046,13.73200035,13.2913332,13.68000031
13,13.44133282,13.41933346,13.77000046,13.73200035,13.2913332,13.68000031,13.57333279
14,13.41933346,13.77000046,13.73200035,13.2913332,13.68000031,13.57333279,14.06266689
15,13.77000046,13.73200035,13.2913332,13.68000031,13.57333279,14.06266689,14.55733299
16,13.73200035,13.2913332,13.68000031,13.57333279,14.06266689,14.55733299,14.56999969
17,13.2913332,13.68000031,13.57333279,14.06266689,14.55733299,14.56999969,14.73266697
18,13.68000031,13.57333279,14.06266689,14.55733299,14.56999969,14.73266697,14.49066734
19,13.57333279,14.06266689,14.55733299,14.56999969,14.73266697,14.49066734,14.49866676
20,14.06266689,14.55733299,14.56999969,14.73266697,14.49066734,14.49866676,14.41933346
21,14.55733299,14.56999969,14.73266697,14.49066734,14.49866676,14.41933346,14.18666744
22,14.56999969,14.73266697,14.49066734,14.49866676,14.41933346,14.18666744,13.5253334
23,14.73266697,14.49066734,14.49866676,14.41933346,14.18666744,13.5253334,13.58466721
24,14.49066734,14.49866676,14.41933346,14.18666744,13.5253334,13.58466721,13.62333298
25,14.49866676,14.41933346,14.18666744,13.5253334,13.58466721,13.62333298,13.63066673
26,14.41933346,14.18666744,13.5253334,13.58466721,13.62333298,13.63066673,14.11400032
27,14.18666744,13.5253334,13.58466721,13.62333298,13.63066673,14.11400032,14.47399998
28,13.5253334,13.58466721,13.62333298,13.63066673,14.11400032,14.47399998,13.82266712
29,13.58466721,13.62333298,13.63066673,14.11400032,14.47399998,13.82266712,13.60733318
30,13.62333298,13.63066673,14.11400032,14.47399998,13.82266712,13.60733318,13.58399963
31,13.63066673,14.11400032,14.47399998,13.82266712,13.60733318,13.58399963,13.81266689
32,14.11400032,14.47399998,13.82266712,13.60733318,13.58399963,13.81266689,13.55599976
33,14.47399998,13.82266712,13.60733318,13.58399963,13.81266689,13.55599976,13.15533257
34,13.82266712,13.60733318,13.58399963,13.81266689,13.55599976,13.15533257,13.3039999
35,13.60733318,13.58399963,13.81266689,13.55599976,13.15533257,13.3039999,13.49600029
36,13.58399963,13.81266689,13.55599976,13.15533257,13.3039999,13.49600029,13.37533283
37,13.81266689,13.55599976,13.15533257,13.3039999,13.49600029,13.37533283,12.92533302
38,13.55599976,13.15533257,13.3039999,13.49600029,13.37533283,12.92533302,12.72533321
39,13.15533257,13.3039999,13.49600029,13.37533283,12.92533302,12.72533321,12.68799973
40,13.3039999,13.49600029,13.37533283,12.92533302,12.72533321,12.68799973,12.91600037
41,13.49600029,13.37533283,12.92533302,12.72533321,12.68799973,12.91600037,12.73799992
42,13.37533283,12.92533302,12.72533321,12.68799973,12.91600037,12.73799992,12.57866669
43,12.92533302,12.72533321,12.68799973,12.91600037,12.73799992,12.57866669,13.0466671
44,12.72533321,12.68799973,12.91600037,12.73799992,12.57866669,13.0466671,12.98200035
45,12.68799973,12.91600037,12.73799992,12.57866669,13.0466671,12.98200035,13.38066673
46,12.91600037,12.73799992,12.57866669,13.0466671,12.98200035,13.38066673,13.04333305
47,12.73799992,12.57866669,13.0466671,12.98200035,13.38066673,13.04333305,13.20533276
48,12.57866669,13.0466671,12.98200035,13.38066673,13.04333305,13.20533276,13.30866718
49,13.0466671,12.98200035,13.38066673,13.04333305,13.20533276,13.30866718,13.44799995
50,12.98200035,13.38066673,13.04333305,13.20533276,13.30866718,13.44799995,12.9533329
51,13.38066673,13.04333305,13.20533276,13.30866718,13.44799995,12.9533329,12.69400024
52,13.04333305,13.20533276,13.30866718,13.44799995,12.9533329,12.69400024,12.33333302
53,13.20533276,13.30866718,13.44799995,12.9533329,12.69400024,12.33333302,12.70466709
54,13.30866718,13.44799995,12.9533329,12.69400024,12.33333302,12.70466709,12.58466721
55,13.44799995,12.9533329,12.69400024,12.33333302,12.70466709,12.58466721,12.50599957
56,12.9533329,12.69400024,12.33333302,12.70466709,12.58466721,12.50599957,12.73333263
57,12.69400024,12.33333302,12.70466709,12.58466721,12.50599957,12.73333263,13.53999996
58,12.33333302,12.70466709,12.58466721,12.50599957,12.73333263,13.53999996,13.55000019
59,12.70466709,12.58466721,12.50599957,12.73333263,13.53999996,13.55000019,13.84466743
60,12.58466721,12.50599957,12.73333263,13.53999996,13.55000019,13.84466743,14.00599957
61,12.50599957,12.73333263,13.53999996,13.55000019,13.84466743,14.00599957,14.06000042
62,12.73333263,13.53999996,13.55000019,13.84466743,14.00599957,14.06000042,13.98533344
63,13.53999996,13.55000019,13.84466743,14.00599957,14.06000042,13.98533344,13.83066654
64,13.55000019,13.84466743,14.00599957,14.06000042,13.98533344,13.83066654,13.85533333
65,13.84466743,14.00599957,14.06000042,13.98533344,13.83066654,13.85533333,13.77999973
66,14.00599957,14.06000042,13.98533344,13.83066654,13.85533333,13.77999973,13.78600025
67,14.06000042,13.98533344,13.83066654,13.85533333,13.77999973,13.78600025,13.68466663
68,13.98533344,13.83066654,13.85533333,13.77999973,13.78600025,13.68466663,13.96066666
69,13.83066654,13.85533333,13.77999973,13.78600025,13.68466663,13.96066666,14.62933254
70,13.85533333,13.77999973,13.78600025,13.68466663,13.96066666,14.62933254,14.57333279
71,13.77999973,13.78600025,13.68466663,13.96066666,14.62933254,14.57333279,14.56200027
72,13.78600025,13.68466663,13.96066666,14.62933254,14.57333279,14.56200027,15.43666744
73,13.68466663,13.96066666,14.62933254,14.57333279,14.56200027,15.43666744,15.3653326
74,13.96066666,14.62933254,14.57333279,14.56200027,15.43666744,15.3653326,15.49666691
75,14.62933254,14.57333279,14.56200027,15.43666744,15.3653326,15.49666691,15.06999969
76,14.57333279,14.56200027,15.43666744,15.3653326,15.49666691,15.06999969,15.06866741
77,14.56200027,15.43666744,15.3653326,15.49666691,15.06999969,15.06866741,15.36733341
78,15.43666744,15.3653326,15.49666691,15.06999969,15.06866741,15.36733341,15.52999973
79,15.3653326,15.49666691,15.06999969,15.06866741,15.36733341,15.52999973,15.36200047
80,15.49666691,15.06999969,15.06866741,15.36733341,15.52999973,15.36200047,15.78666687
81,15.06999969,15.06866741,15.36733341,15.52999973,15.36200047,15.78666687,15.77400017
82,15.06866741,15.36733341,15.52999973,15.36200047,15.78666687,15.77400017,15.9659996
83,15.36733341,15.52999973,15.36200047,15.78666687,15.77400017,15.9659996,16.31599998
84,15.52999973,15.36200047,15.78666687,15.77400017,15.9659996,16.31599998,16.21199989
85,15.36200047,15.78666687,15.77400017,15.9659996,16.31599998,16.21199989,16.2733326
86,15.78666687,15.77400017,15.9659996,16.31599998,16.21199989,16.2733326,16.58933258
87,15.77400017,15.9659996,16.31599998,16.21199989,16.2733326,16.58933258,16.58333206
88,15.9659996,16.31599998,16.21199989,16.2733326,16.58933258,16.58333206,16.47599983
89,16.31599998,16.21199989,16.2733326,16.58933258,16.58333206,16.47599983,16.29000092
90,16.21199989,16.2733326,16.58933258,16.58333206,16.47599983,16.29000092,16.37466621
91,16.2733326,16.58933258,16.58333206,16.47599983,16.29000092,16.37466621,16.51533318
92,16.58933258,16.58333206,16.47599983,16.29000092,16.37466621,16.51533318,16.49733353
93,16.58333206,16.47599983,16.29000092,16.37466621,16.51533318,16.49733353,16.49533272
94,16.47599983,16.29000092,16.37466621,16.51533318,16.49733353,16.49533272,16.76333237
95,16.29000092,16.37466621,16.51533318,16.49733353,16.49533272,16.76333237,16.71999931
96,16.37466621,16.51533318,16.49733353,16.49533272,16.76333237,16.71999931,16.62999916
97,16.51533318,16.49733353,16.49533272,16.76333237,16.71999931,16.62999916,16.55666733
98,16.49733353,16.49533272,16.76333237,16.71999931,16.62999916,16.55666733,16.59933281
99,16.49533272,16.76333237,16.71999931,16.62999916,16.55666733,16.59933281,16.39466667
100,16.76333237,16.71999931,16.62999916,16.55666733,16.59933281,16.39466667,16.60933304
101,16.71999931,16.62999916,16.55666733,16.59933281,16.39466667,16.60933304,17.08600044
102,16.62999916,16.55666733,16.59933281,16.39466667,16.60933304,17.08600044,17.06666756
103,16.55666733,16.59933281,16.39466667,16.60933304,17.08600044,17.06666756,16.71333313
104,16.59933281,16.39466667,16.60933304,17.08600044,17.06666756,16.71333313,16.7606678
105,16.39466667,16.60933304,17.08600044,17.06666756,16.71333313,16.7606678,16.71266747
106,16.60933304,17.08600044,17.06666756,16.71333313,16.7606678,16.71266747,16.69199944
107,17.08600044,17.06666756,16.71333313,16.7606678,16.71266747,16.69199944,16.87466621
108,17.06666756,16.71333313,16.7606678,16.71266747,16.69199944,16.87466621,17.36066628
109,16.71333313,16.7606678,16.71266747,16.69199944,16.87466621,17.36066628,17.45933342
110,16.7606678,16.71266747,16.69199944,16.87466621,17.36066628,17.45933342,17.50066757
111,16.71266747,16.69199944,16.87466621,17.36066628,17.45933342,17.50066757,17.31933212
112,16.69199944,16.87466621,17.36066628,17.45933342,17.50066757,17.31933212,17.84466743
113,16.87466621,17.36066628,17.45933342,17.50066757,17.31933212,17.84466743,17.6779995
114,17.36066628,17.45933342,17.50066757,17.31933212,17.84466743,17.6779995,17.9193325
115,17.45933342,17.50066757,17.31933212,17.84466743,17.6779995,17.9193325,17.80599976
116,17.50066757,17.31933212,17.84466743,17.6779995,17.9193325,17.80599976,17.46800041
117,17.31933212,17.84466743,17.6779995,17.9193325,17.80599976,17.46800041,17.88400078
118,17.84466743,17.6779995,17.9193325,17.80599976,17.46800041,17.88400078,17.94333267
119,17.6779995,17.9193325,17.80599976,17.46800041,17.88400078,17.94333267,18.66799927
120,17.9193325,17.80599976,17.46800041,17.88400078,17.94333267,18.66799927,18.64800072
121,17.80599976,17.46800041,17.88400078,17.94333267,18.66799927,18.64800072,17.85866737
122,17.46800041,17.88400078,17.94333267,18.66799927,18.64800072,17.85866737,16.99733353
123,17.88400078,17.94333267,18.66799927,18.64800072,17.85866737,16.99733353,17.19466782
124,17.94333267,18.66799927,18.64800072,17.85866737,16.99733353,17.19466782,17.27666664
125,18.66799927,18.64800072,17.85866737,16.99733353,17.19466782,17.27666664,17.47733307
126,18.64800072,17.85866737,16.99733353,17.19466782,17.27666664,17.47733307,17.70999908
127,17.85866737,16.99733353,17.19466782,17.27666664,17.47733307,17.70999908,17.54266739
128,16.99733353,17.19466782,17.27666664,17.47733307,17.70999908,17.54266739,17.77866745
129,17.19466782,17.27666664,17.47733307,17.70999908,17.54266739,17.77866745,18.31066704
130,17.27666664,17.47733307,17.70999908,17.54266739,17.77866745,18.31066704,18.81733322
131,17.47733307,17.70999908,17.54266739,17.77866745,18.31066704,18.81733322,17.78466606
132,17.70999908,17.54266739,17.77866745,18.31066704,18.81733322,17.78466606,17.8579998
133,17.54266739,17.77866745,18.31066704,18.81733322,17.78466606,17.8579998,17.81333351
134,17.77866745,18.31066704,18.81733322,17.78466606,17.8579998,17.81333351,17.69400024
135,18.31066704,18.81733322,17.78466606,17.8579998,17.81333351,17.69400024,16.86733246
136,18.81733322,17.78466606,17.8579998,17.81333351,17.69400024,16.86733246,17.6546669
137,17.78466606,17.8579998,17.81333351,17.69400024,16.86733246,17.6546669,17.58799934
138,17.8579998,17.81333351,17.69400024,16.86733246,17.6546669,17.58799934,17.7859993
139,17.81333351,17.69400024,16.86733246,17.6546669,17.58799934,17.7859993,17.74333382
140,17.69400024,16.86733246,17.6546669,17.58799934,17.7859993,17.74333382,17.3326664
141,16.86733246,17.6546669,17.58799934,17.7859993,17.74333382,17.3326664,17.75200081
142,17.6546669,17.58799934,17.7859993,17.74333382,17.3326664,17.75200081,18.00866699
143,17.58799934,17.7859993,17.74333382,17.3326664,17.75200081,18.00866699,16.40866661
144,17.7859993,17.74333382,17.3326664,17.75200081,18.00866699,16.40866661,16.1673336
145,17.74333382,17.3326664,17.75200081,18.00866699,16.40866661,16.1673336,16.07600021
146,17.3326664,17.75200081,18.00866699,16.40866661,16.1673336,16.07600021,15.82466698
147,17.75200081,18.00866699,16.40866661,16.1673336,16.07600021,15.82466698,15.87800026
148,18.00866699,16.40866661,16.1673336,16.07600021,15.82466698,15.87800026,16.1673336
149,16.40866661,16.1673336,16.07600021,15.82466698,15.87800026,16.1673336,16.20999908
150,16.1673336,16.07600021,15.82466698,15.87800026,16.1673336,16.20999908,16.99933243
151,16.07600021,15.82466698,15.87800026,16.1673336,16.20999908,16.99933243,17.3813324
152,15.82466698,15.87800026,16.1673336,16.20999908,16.99933243,17.3813324,17.01666641
153,15.87800026,16.1673336,16.20999908,16.99933243,17.3813324,17.01666641,16.14533234
154,16.1673336,16.20999908,16.99933243,17.3813324,17.01666641,16.14533234,15.3846674
155,16.20999908,16.99933243,17.3813324,17.01666641,16.14533234,15.3846674,14.59133339
156,16.99933243,17.3813324,17.01666641,16.14533234,15.3846674,14.59133339,14.66866684
157,17.3813324,17.01666641,16.14533234,15.3846674,14.59133339,14.66866684,14.98933315
158,17.01666641,16.14533234,15.3846674,14.59133339,14.66866684,14.98933315,16.19933319
159,16.14533234,15.3846674,14.59133339,14.66866684,14.98933315,16.19933319,16.56533241
160,15.3846674,14.59133339,14.66866684,14.98933315,16.19933319,16.56533241,16.60400009
161,14.59133339,14.66866684,14.98933315,16.19933319,16.56533241,16.60400009,15.90866661
162,14.66866684,14.98933315,16.19933319,16.56533241,16.60400009,15.90866661,16.5126667
163,14.98933315,16.19933319,16.56533241,16.60400009,15.90866661,16.5126667,16.37133217
164,16.19933319,16.56533241,16.60400009,15.90866661,16.5126667,16.37133217,16.12866783
165,16.56533241,16.60400009,15.90866661,16.5126667,16.37133217,16.12866783,16.54466629
166,16.60400009,15.90866661,16.5126667,16.37133217,16.12866783,16.54466629,16.59399986
167,15.90866661,16.5126667,16.37133217,16.12866783,16.54466629,16.59399986,16.56533241
168,16.5126667,16.37133217,16.12866783,16.54466629,16.59399986,16.56533241,16.68266678
169,16.37133217,16.12866783,16.54466629,16.59399986,16.56533241,16.68266678,16.8793335
170,16.12866783,16.54466629,16.59399986,16.56533241,16.68266678,16.8793335,16.9046669
171,16.54466629,16.59399986,16.56533241,16.68266678,16.8793335,16.9046669,17.48333359
172,16.59399986,16.56533241,16.68266678,16.8793335,16.9046669,17.48333359,17.47133255
173,16.56533241,16.68266678,16.8793335,16.9046669,17.48333359,17.47133255,17.37466621
174,16.68266678,16.8793335,16.9046669,17.48333359,17.47133255,17.37466621,17.61333275
175,16.8793335,16.9046669,17.48333359,17.47133255,17.37466621,17.61333275,17.39599991
176,16.9046669,17.48333359,17.47133255,17.37466621,17.61333275,17.39599991,17.40399933
177,17.48333359,17.47133255,17.37466621,17.61333275,17.39599991,17.40399933,17.54133224
