,0
239,280.7529
240,276.13382
241,273.14188
242,276.952
243,280.32397
244,288.86087
245,280.7
246,274.58386
247,259.41205
248,253.35196
249,240.7121
250,233.00792
251,236.1535
252,231.63776
253,234.66664
254,228.82034
255,225.14691
256,216.47174
257,213.36606
258,205.1178
259,205.19525
260,213.69608
261,226.9396
262,233.8044
263,233.89983
264,238.78928
265,230.37654
266,226.75763
267,225.60706
268,226.59724
269,226.26987
270,222.51671
271,212.67383
272,209.52911
273,214.21219
274,208.08038
275,205.7107
276,214.33989
277,219.32304
278,221.0421
279,226.60791
280,229.3481
281,224.69745
282,219.74817
283,215.321
284,214.3939
285,216.95035
286,217.95802
287,224.336
288,230.95154
289,226.56854
290,222.8381
291,222.85228
292,223.74873
293,225.0803
294,226.01662
295,228.7894
296,231.25708
297,243.82788
298,251.09819
299,252.41054
300,248.0674
301,252.96039
302,258.88956
303,269.48492
304,274.96036
305,278.7815
306,283.7128
307,286.66333
308,278.13678
309,274.33163
310,269.4184
311,272.13174
312,270.29834
313,275.46973
314,282.89423
315,285.26877
316,284.87268
317,283.98068
318,280.54498
319,275.4921
320,276.03748
321,276.97217
322,276.95276
323,273.1145
324,269.4795
325,264.37524
326,260.80444
327,259.9238
328,256.42746
329,256.5478
330,261.3094
331,266.62527
332,274.20453
333,280.27386
334,277.22134
335,280.12515
336,282.42694
337,283.22894
338,286.2126
339,287.58954
340,284.3402
341,276.68304
342,266.41498
343,261.55023
344,262.8437
345,266.2439
346,258.8044
347,253.07281
348,239.69008
349,235.74876
350,230.5678
351,226.66437
352,217.87541
353,213.03017
354,208.0121
355,205.85065
356,207.17793
357,200.50548
358,203.02469
359,205.66603
360,207.90948
361,202.20277
362,201.85132
363,200.72734
364,205.24493
365,209.14339
366,211.27979
367,213.79822
368,214.63747
369,215.00995
370,209.15977
371,205.73459
372,200.5777
373,192.972
374,186.17162
375,176.49513
376,177.16818
377,181.14017
378,181.33049
379,182.6934
380,180.13237
381,176.68185
382,173.42894
383,166.14911
384,162.80128
385,167.5526
386,170.86862
387,172.5175
388,172.27394
389,178.27725
390,182.08102
391,183.87144
392,178.8791
393,174.32277
394,169.32172
395,166.35347
396,167.5826
397,163.63449
398,157.89836
399,152.8117
400,150.59932
401,146.46281
402,143.90324
403,137.38342
404,133.31656
405,126.06112
406,120.77612
407,112.04327
408,108.39942
409,111.16339
410,114.26642
411,109.47229
412,108.20001
413,106.573006
414,106.82584
415,110.18977
416,112.098404
417,114.87681
418,116.66992
419,116.99227
420,120.954384
421,122.394394
422,122.10765
423,124.45826
424,130.65808
425,134.56624
426,136.59753
427,144.5144
428,157.42606
429,159.7012
430,162.5839
431,167.8241
432,173.88988
433,177.85696
434,181.81793
435,184.74998
436,188.15302
437,192.6779
438,190.25728
439,187.21889
440,192.25983
441,197.96956
442,195.29752
443,195.97777
444,191.60463
445,190.41393
446,190.67424
447,188.5666
448,192.19363
449,193.78484
450,193.04807
451,186.98138
452,186.44756
453,184.92232
454,181.2354
455,176.50148
456,169.80324
457,166.3285
458,165.37366
459,169.20279
460,170.52861
461,172.66684
462,172.0759
463,172.88861
464,180.01836
465,181.45337
466,182.06937
467,181.45444
468,181.61145
469,180.54677
470,181.99142
471,183.64459
472,190.12051
473,188.11243
474,185.19087
475,180.33113
476,177.35838
477,175.7534
478,176.11926
479,173.69955
480,174.60463
481,175.0604
482,176.1986
483,175.63452
484,173.46278
485,164.15321
486,159.38222
487,156.25044
488,153.96263
489,149.78282
490,150.27522
491,153.01636
492,153.66841
493,153.11406
494,152.82605
495,152.97252
496,157.1038
497,160.55368
498,161.09573
499,160.75798
500,162.05898
501,161.053
502,159.49782
503,158.67572
504,161.64415
505,165.03325
506,168.34775
507,174.06076
508,175.878
509,175.0595
510,175.02353
511,179.02916
512,185.19333
513,189.86528
514,193.75111
515,198.61449
516,202.83934
517,206.59273
518,209.91599
519,216.29541
520,224.19986
521,230.78114
522,238.0579
523,240.75296
524,241.22025
525,243.38322
526,251.07104
527,248.13258
528,248.25499
529,244.76363
530,235.40614
531,234.5387
532,237.65381
