,ds,y
739,2022-08-15,309.3200073
740,2022-08-16,306.563324
741,2022-08-17,303.9966736
742,2022-08-18,302.8699951
743,2022-08-19,296.6666565
744,2022-08-22,289.9133301
745,2022-08-23,296.4533386
746,2022-08-24,297.0966797
747,2022-08-25,296.0700073
748,2022-08-26,288.0899963
749,2022-08-29,284.8200073
750,2022-08-30,277.7000122
751,2022-08-31,275.6099854
752,2022-09-01,277.1600037
753,2022-09-02,270.2099915
754,2022-09-06,274.4200134
755,2022-09-07,283.7000122
756,2022-09-08,289.2600098
757,2022-09-09,299.6799927
758,2022-09-12,304.4200134
759,2022-09-13,292.1300049
760,2022-09-14,302.6099854
761,2022-09-15,303.75
762,2022-09-16,303.3500061
763,2022-09-19,309.0700073
764,2022-09-20,308.730011
765,2022-09-21,300.7999878
766,2022-09-22,288.5899963
767,2022-09-23,275.3299866
768,2022-09-26,276.0100098
769,2022-09-27,282.9400024
770,2022-09-28,287.8099976
771,2022-09-29,268.2099915
772,2022-09-30,265.25
773,2022-10-03,242.3999939
774,2022-10-04,249.4400024
775,2022-10-05,240.8099976
776,2022-10-06,238.1300049
777,2022-10-07,223.0700073
778,2022-10-10,222.9600067
779,2022-10-11,216.5
780,2022-10-12,217.2400055
781,2022-10-13,221.7200012
782,2022-10-14,204.9900055
783,2022-10-17,219.3500061
784,2022-10-18,220.1900024
785,2022-10-19,222.0399933
786,2022-10-20,207.2799988
787,2022-10-21,214.4400024
788,2022-10-24,211.25
789,2022-10-25,222.4199982
790,2022-10-26,224.6399994
791,2022-10-27,225.0899963
792,2022-10-28,228.5200043
793,2022-10-31,227.5399933
794,2022-11-01,227.8200073
795,2022-11-02,214.9799957
796,2022-11-03,215.3099976
797,2022-11-04,207.4700012
798,2022-11-07,197.0800018
799,2022-11-08,191.3000031
800,2022-11-09,177.5899963
801,2022-11-10,190.7200012
802,2022-11-11,195.9700012
803,2022-11-14,190.9499969
804,2022-11-15,194.4199982
805,2022-11-16,186.9199982
806,2022-11-17,183.1699982
807,2022-11-18,180.1900024
808,2022-11-21,167.8699951
809,2022-11-22,169.9100037
810,2022-11-23,183.1999969
811,2022-11-25,182.8600006
812,2022-11-28,182.9199982
813,2022-11-29,180.8300018
814,2022-11-30,194.6999969
815,2022-12-01,194.6999969
816,2022-12-02,194.8600006
817,2022-12-05,182.4499969
818,2022-12-06,179.8200073
819,2022-12-07,174.0399933
820,2022-12-08,173.4400024
821,2022-12-09,179.0500031
822,2022-12-12,167.8200073
823,2022-12-13,160.9499969
824,2022-12-14,156.8000031
825,2022-12-15,157.6699982
826,2022-12-16,150.2299957
827,2022-12-19,149.8699951
828,2022-12-20,137.8000031
829,2022-12-21,137.5700073
830,2022-12-22,125.3499985
831,2022-12-23,123.1500015
832,2022-12-27,109.0999985
833,2022-12-28,112.7099991
834,2022-12-29,121.8199997
835,2022-12-30,123.1800003
836,2023-01-03,108.0999985
837,2023-01-04,113.6399994
838,2023-01-05,110.3399963
839,2023-01-06,113.0599976
840,2023-01-09,119.7699966
841,2023-01-10,118.8499985
842,2023-01-11,123.2200012
843,2023-01-12,123.5599976
844,2023-01-13,122.4000015
845,2023-01-17,131.4900055
846,2023-01-18,128.7799988
847,2023-01-19,127.1699982
848,2023-01-20,133.4199982
849,2023-01-23,143.75
850,2023-01-24,143.8899994
851,2023-01-25,144.4299927
852,2023-01-26,160.2700043
853,2023-01-27,177.8999939
854,2023-01-30,166.6600037
855,2023-01-31,173.2200012
856,2023-02-01,181.4100037
857,2023-02-02,188.2700043
858,2023-02-03,189.9799957
859,2023-02-06,194.7599945
860,2023-02-07,196.8099976
861,2023-02-08,201.2899933
862,2023-02-09,207.3200073
863,2023-02-10,196.8899994
864,2023-02-13,194.6399994
865,2023-02-14,209.25
866,2023-02-15,214.2400055
867,2023-02-16,202.0399933
868,2023-02-17,208.3099976
869,2023-02-21,197.3699951
870,2023-02-22,200.8600006
871,2023-02-23,202.0700073
872,2023-02-24,196.8800049
873,2023-02-27,207.6300049
874,2023-02-28,205.7100067
875,2023-03-01,202.7700043
876,2023-03-02,190.8999939
877,2023-03-03,197.7899933
878,2023-03-06,193.8099976
879,2023-03-07,187.7100067
880,2023-03-08,182.0
881,2023-03-09,172.9199982
882,2023-03-10,173.4400024
883,2023-03-13,174.4799957
884,2023-03-14,183.2599945
885,2023-03-15,180.4499969
886,2023-03-16,184.1300049
887,2023-03-17,180.1300049
888,2023-03-20,183.25
889,2023-03-21,197.5800018
890,2023-03-22,191.1499939
891,2023-03-23,192.2200012
892,2023-03-24,190.4100037
893,2023-03-27,191.8099976
894,2023-03-28,189.1900024
895,2023-03-29,193.8800049
896,2023-03-30,195.2799988
897,2023-03-31,207.4600067
898,2023-04-03,194.7700043
899,2023-04-04,192.5800018
900,2023-04-05,185.5200043
901,2023-04-06,185.0599976
902,2023-04-10,184.5099945
903,2023-04-11,186.7899933
904,2023-04-12,180.5399933
905,2023-04-13,185.8999939
906,2023-04-14,185.0
907,2023-04-17,187.0399933
908,2023-04-18,184.3099976
909,2023-04-19,180.5899963
910,2023-04-20,162.9900055
911,2023-04-21,165.0800018
912,2023-04-24,162.5500031
913,2023-04-25,160.6699982
914,2023-04-26,153.75
915,2023-04-27,160.1900024
916,2023-04-28,164.3099976
917,2023-05-01,161.8300018
918,2023-05-02,160.3099976
919,2023-05-03,160.6100006
920,2023-05-04,161.1999969
921,2023-05-05,170.0599976
922,2023-05-08,171.7899933
923,2023-05-09,169.1499939
924,2023-05-10,168.5399933
925,2023-05-11,172.0800018
926,2023-05-12,167.9799957
927,2023-05-15,166.3500061
928,2023-05-16,166.5200043
929,2023-05-17,173.8600006
930,2023-05-18,176.8899994
931,2023-05-19,180.1399994
932,2023-05-22,188.8699951
933,2023-05-23,185.7700043
934,2023-05-24,182.8999939
935,2023-05-25,184.4700012
